title,description,link,parameters
sklearn.decomposition.KernelPCA,Kernel Principal component analysis (KPCA) [1].,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.KernelPCA.html,"n_components=None,*,kernel='linear',gamma=None,degree=3,coef0=1,kernel_params=None,alpha=1.0,fit_inverse_transform=False,eigen_solver='auto',tol=0,max_iter=None,iterated_power='auto',remove_zero_eig=False,random_state=None,copy_X=True,n_jobs=None"
sklearn.decomposition.IncrementalPCA,Incremental principal components analysis (IPCA).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.IncrementalPCA.html,"n_components=None,*,whiten=False,copy=True,batch_size=None"
sklearn.decomposition.FastICA,FastICA: a fast algorithm for Independent Component Analysis.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.FastICA.html,"n_components=None,*,algorithm='parallel',whiten='warn',fun='logcosh',fun_args=None,max_iter=200,tol=0.0001,w_init=None,whiten_solver='svd',random_state=None"
sklearn.decomposition.FactorAnalysis,Factor Analysis (FA).,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.FactorAnalysis.html,"n_components=None,*,tol=0.01,copy=True,max_iter=1000,noise_variance_init=None,svd_method='randomized',iterated_power=3,rotation=None,random_state=0"
sklearn.decomposition.DictionaryLearning,Dictionary learning.,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.DictionaryLearning.html,"n_components=None,*,alpha=1,max_iter=1000,tol=1e-08,fit_algorithm='lars',transform_algorithm='omp',transform_n_nonzero_coefs=None,transform_alpha=None,n_jobs=None,code_init=None,dict_init=None,verbose=False,split_sign=False,random_state=None,positive_code=False,positive_dict=False,transform_max_iter=1000"
sklearn.datasets.make_swiss_roll,Generate a swiss roll dataset.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_swiss_roll.html,"n_samples=100,*,noise=0.0,random_state=None,hole=False"
sklearn.datasets.make_spd_matrix,"Generate a random symmetric, positive-definite matrix.",https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_spd_matrix.html,"n_dim,*,random_state=None"
sklearn.datasets.make_sparse_uncorrelated,Generate a random regression problem with sparse uncorrelated design.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_uncorrelated.html,"n_samples=100,n_features=10,*,random_state=None"
sklearn.datasets.make_sparse_spd_matrix,Generate a sparse symmetric definite positive matrix.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_spd_matrix.html,"dim=1,*,alpha=0.95,norm_diag=False,smallest_coef=0.1,largest_coef=0.9,random_state=None"
sklearn.datasets.make_sparse_coded_signal,Generate a signal as a sparse combination of dictionary elements.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_coded_signal.html,"n_samples,*,n_components,n_features,n_nonzero_coefs,random_state=None,data_transposed='warn'"
sklearn.datasets.make_s_curve,Generate an S curve dataset.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_s_curve.html,"n_samples=100,*,noise=0.0,random_state=None"
sklearn.datasets.make_regression,Generate a random regression problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_regression.html,"n_samples=100,n_features=100,*,n_informative=10,n_targets=1,bias=0.0,effective_rank=None,tail_strength=0.5,noise=0.0,shuffle=True,coef=False,random_state=None"
sklearn.datasets.make_multilabel_classification,Generate a random multilabel classification problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_multilabel_classification.html,"n_samples=100,n_features=20,*,n_classes=5,n_labels=2,length=50,allow_unlabeled=True,sparse=False,return_indicator='dense',return_distributions=False,random_state=None"
sklearn.datasets.make_moons,Make two interleaving half circles.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_moons.html,"n_samples=100,*,shuffle=True,noise=None,random_state=None"
sklearn.datasets.make_low_rank_matrix,Generate a mostly low rank matrix with bell-shaped singular values.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_low_rank_matrix.html,"n_samples=100,n_features=100,*,effective_rank=10,tail_strength=0.5,random_state=None"
sklearn.datasets.make_hastie_10_2,"Generate data for binary classification used in Hastie et al. 2009, Example 10.2.",https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_hastie_10_2.html,"n_samples=12000,*,random_state=None"
sklearn.datasets.make_gaussian_quantiles,Generate isotropic Gaussian and label samples by quantile.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_gaussian_quantiles.html,"*,mean=None,cov=1.0,n_samples=100,n_features=2,n_classes=3,shuffle=True,random_state=None"
sklearn.datasets.make_friedman3,Generate the “Friedman #3” regression problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman3.html,"n_samples=100,*,noise=0.0,random_state=None"
sklearn.datasets.make_friedman2,Generate the “Friedman #2” regression problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman2.html,"n_samples=100,*,noise=0.0,random_state=None"
sklearn.datasets.make_friedman1,Generate the “Friedman #1” regression problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman1.html,"n_samples=100,n_features=10,*,noise=0.0,random_state=None"
sklearn.datasets.make_classification,Generate a random n-class classification problem.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_classification.html,"n_samples=100,n_features=20,*,n_informative=2,n_redundant=2,n_repeated=0,n_classes=2,n_clusters_per_class=2,weights=None,flip_y=0.01,class_sep=1.0,hypercube=True,shift=0.0,scale=1.0,shuffle=True,random_state=None"
sklearn.datasets.make_circles,Make a large circle containing a smaller circle in 2d.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_circles.html,"n_samples=100,*,shuffle=True,noise=None,random_state=None,factor=0.8"
sklearn.datasets.make_checkerboard,Generate an array with block checkerboard structure for biclustering.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_checkerboard.html,"shape,n_clusters,*,noise=0.0,minval=10,maxval=100,shuffle=True,random_state=None"
sklearn.datasets.make_blobs,Generate isotropic Gaussian blobs for clustering.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_blobs.html,"n_samples=100,n_features=2,*,centers=None,cluster_std=1.0,center_box=(-10.0﹐ 10.0),shuffle=True,random_state=None,return_centers=False"
sklearn.datasets.make_biclusters,Generate a constant block diagonal structure array for biclustering.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_biclusters.html,"shape,n_clusters,*,noise=0.0,minval=10,maxval=100,shuffle=True,random_state=None"
sklearn.datasets.load_wine,Load and return the wine dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_wine.html,"*,return_X_y=False,as_frame=False"
sklearn.datasets.load_svmlight_files,Load dataset from multiple files in SVMlight format.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_svmlight_files.html,"files,*,n_features=None,dtype=<class 'numpy.float64'>,multilabel=False,zero_based='auto',query_id=False,offset=0,length=-1"
sklearn.datasets.load_svmlight_file,Load datasets in the svmlight / libsvm format into sparse CSR matrix.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_svmlight_file.html,"f,*,n_features=None,dtype=<class 'numpy.float64'>,multilabel=False,zero_based='auto',query_id=False,offset=0,length=-1"
sklearn.datasets.load_sample_images,Load sample images for image manipulation.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_sample_images.html,
sklearn.datasets.load_sample_image,Load the numpy array of a single sample image.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_sample_image.html,image_name
sklearn.datasets.load_linnerud,Load and return the physical exercise Linnerud dataset.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_linnerud.html,"*,return_X_y=False,as_frame=False"
sklearn.datasets.load_iris,Load and return the iris dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_iris.html,"*,return_X_y=False,as_frame=False"
sklearn.datasets.load_files,Load text files with categories as subfolder names.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_files.html,"container_path,*,description=None,categories=None,load_content=True,shuffle=True,encoding=None,decode_error='strict',random_state=0,allowed_extensions=None"
sklearn.datasets.load_digits,Load and return the digits dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_digits.html,"*,n_class=10,return_X_y=False,as_frame=False"
sklearn.datasets.load_diabetes,Load and return the diabetes dataset (regression).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_diabetes.html,"*,return_X_y=False,as_frame=False,scaled=True"
sklearn.datasets.load_breast_cancer,Load and return the breast cancer wisconsin dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_breast_cancer.html,"*,return_X_y=False,as_frame=False"
sklearn.datasets.get_data_home,Return the path of the scikit-learn data directory.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.get_data_home.html,data_home=None
sklearn.datasets.fetch_species_distributions,Loader for species distribution dataset from Phillips et. al. (2006).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_species_distributions.html,"*,data_home=None,download_if_missing=True"
sklearn.datasets.fetch_rcv1,Load the RCV1 multilabel dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_rcv1.html,"*,data_home=None,subset='all',download_if_missing=True,random_state=None,shuffle=False,return_X_y=False"
sklearn.datasets.fetch_openml,Fetch dataset from openml by name or dataset id.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_openml.html,"name: Optional[str] = None,*,version: Union[str﹐ int] = 'active',data_id: Optional[int] = None,data_home: Optional[str] = None,target_column: Optional[Union[str﹐ List]] = 'default-target',cache: bool = True,return_X_y: bool = False,as_frame: Union[str﹐ bool] = 'auto',n_retries: int = 3,delay: float = 1.0,parser: Optional[str] = 'warn'"
sklearn.datasets.fetch_olivetti_faces,Load the Olivetti faces data-set from AT&T (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_olivetti_faces.html,"*,data_home=None,shuffle=False,random_state=0,download_if_missing=True,return_X_y=False"
sklearn.datasets.fetch_lfw_people,Load the Labeled Faces in the Wild (LFW) people dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_lfw_people.html,"*,data_home=None,funneled=True,resize=0.5,min_faces_per_person=0,color=False,slice_=(slice(70﹐ 195﹐ None)﹐ slice(78﹐ 172﹐ None)),download_if_missing=True,return_X_y=False"
sklearn.datasets.fetch_lfw_pairs,Load the Labeled Faces in the Wild (LFW) pairs dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_lfw_pairs.html,"*,subset='train',data_home=None,funneled=True,resize=0.5,color=False,slice_=(slice(70﹐ 195﹐ None)﹐ slice(78﹐ 172﹐ None)),download_if_missing=True"
sklearn.datasets.fetch_kddcup99,Load the kddcup99 dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_kddcup99.html,"*,subset=None,data_home=None,shuffle=False,random_state=None,percent10=True,download_if_missing=True,return_X_y=False,as_frame=False"
sklearn.datasets.fetch_covtype,Load the covertype dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_covtype.html,"*,data_home=None,download_if_missing=True,random_state=None,shuffle=False,return_X_y=False,as_frame=False"
sklearn.datasets.fetch_california_housing,Load the California housing dataset (regression).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_california_housing.html,"*,data_home=None,download_if_missing=True,return_X_y=False,as_frame=False"
sklearn.datasets.fetch_20newsgroups_vectorized,Load and vectorize the 20 newsgroups dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_20newsgroups_vectorized.html,"*,subset='train',remove=(),data_home=None,download_if_missing=True,return_X_y=False,normalize=True,as_frame=False"
sklearn.datasets.fetch_20newsgroups,Load the filenames and data from the 20 newsgroups dataset (classification).,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_20newsgroups.html,"*,data_home=None,subset='train',categories=None,shuffle=True,random_state=42,remove=(),download_if_missing=True,return_X_y=False"
sklearn.datasets.dump_svmlight_file,Dump the dataset in svmlight / libsvm file format.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.dump_svmlight_file.html,"X,y,f,*,zero_based=True,comment=None,query_id=None,multilabel=False"
sklearn.datasets.clear_data_home,Delete all the content of the data home cache.,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.clear_data_home.html,data_home=None
sklearn.cross_decomposition.PLSSVD,Partial Least Square SVD.,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSSVD.html,"n_components=2,*,scale=True,copy=True"
sklearn.cross_decomposition.PLSRegression,PLS regression.,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSRegression.html,"n_components=2,*,scale=True,max_iter=500,tol=1e-06,copy=True"
sklearn.cross_decomposition.PLSCanonical,Partial Least Squares transformer and regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSCanonical.html,"n_components=2,*,scale=True,algorithm='nipals',max_iter=500,tol=1e-06,copy=True"
sklearn.cross_decomposition.CCA,"Canonical Correlation Analysis, also known as “Mode B” PLS.",https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.CCA.html,"n_components=2,*,scale=True,max_iter=500,tol=1e-06,copy=True"
sklearn.covariance.shrunk_covariance,Calculate a covariance matrix shrunk on the diagonal.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.shrunk_covariance.html,"emp_cov,shrinkage=0.1"
sklearn.covariance.ledoit_wolf,Estimate the shrunk Ledoit-Wolf covariance matrix.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.ledoit_wolf.html,"X,*,assume_centered=False,block_size=1000"
sklearn.covariance.graphical_lasso,L1-penalized covariance estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.graphical_lasso.html,"emp_cov,alpha,*,cov_init=None,mode='cd',tol=0.0001,enet_tol=0.0001,max_iter=100,verbose=False,return_costs=False,eps=2.220446049250313e-16,return_n_iter=False"
sklearn.covariance.empirical_covariance,Compute the Maximum likelihood covariance estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.empirical_covariance.html,"X,*,assume_centered=False"
sklearn.covariance.ShrunkCovariance,Covariance estimator with shrinkage.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.ShrunkCovariance.html,"*,store_precision=True,assume_centered=False,shrinkage=0.1"
sklearn.covariance.OAS,Oracle Approximating Shrinkage Estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.OAS.html,"*,store_precision=True,assume_centered=False"
sklearn.covariance.MinCovDet,Minimum Covariance Determinant (MCD): robust estimator of covariance.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.MinCovDet.html,"*,store_precision=True,assume_centered=False,support_fraction=None,random_state=None"
sklearn.covariance.LedoitWolf,LedoitWolf Estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.LedoitWolf.html,"*,store_precision=True,assume_centered=False,block_size=1000"
sklearn.covariance.GraphicalLassoCV,Sparse inverse covariance w/ cross-validated choice of the l1 penalty.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.GraphicalLassoCV.html,"*,alphas=4,n_refinements=4,cv=None,tol=0.0001,enet_tol=0.0001,max_iter=100,mode='cd',n_jobs=None,verbose=False,assume_centered=False"
sklearn.covariance.GraphicalLasso,Sparse inverse covariance estimation with an l1-penalized estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.GraphicalLasso.html,"alpha=0.01,*,mode='cd',tol=0.0001,enet_tol=0.0001,max_iter=100,verbose=False,assume_centered=False"
sklearn.covariance.EllipticEnvelope,An object for detecting outliers in a Gaussian distributed dataset.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.EllipticEnvelope.html,"*,store_precision=True,assume_centered=False,support_fraction=None,contamination=0.1,random_state=None"
sklearn.covariance.EmpiricalCovariance,Maximum likelihood covariance estimator.,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.EmpiricalCovariance.html,"*,store_precision=True,assume_centered=False"
sklearn.compose.make_column_selector,Create a callable to select columns to be used with\nColumnTransformer.,https://scikit-learn.org/stable/modules/generated/sklearn.compose.make_column_selector.html,"pattern=None,*,dtype_include=None,dtype_exclude=None"
sklearn.cluster.SpectralBiclustering,"Spectral biclustering (Kluger, 2003).",https://scikit-learn.org/stable/modules/generated/sklearn.cluster.SpectralBiclustering.html,"n_clusters=3,*,method='bistochastic',n_components=6,n_best=3,svd_method='randomized',n_svd_vecs=None,mini_batch=False,init='k-means++',n_init=10,random_state=None"
sklearn.cluster.SpectralClustering,Apply clustering to a projection of the normalized Laplacian.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.SpectralClustering.html,"n_clusters=8,*,eigen_solver=None,n_components=None,random_state=None,n_init=10,gamma=1.0,affinity='rbf',n_neighbors=10,eigen_tol='auto',assign_labels='kmeans',degree=3,coef0=1,kernel_params=None,n_jobs=None,verbose=False"
sklearn.cluster.OPTICS,Estimate clustering structure from vector array.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.OPTICS.html,"*,min_samples=5,max_eps=inf,metric='minkowski',p=2,metric_params=None,cluster_method='xi',eps=None,xi=0.05,predecessor_correction=True,min_cluster_size=None,algorithm='auto',leaf_size=30,memory=None,n_jobs=None"
sklearn.cluster.MeanShift,Mean shift clustering using a flat kernel.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.MeanShift.html,"*,bandwidth=None,seeds=None,bin_seeding=False,min_bin_freq=1,cluster_all=True,n_jobs=None,max_iter=300"
sklearn.cluster.MiniBatchKMeans,Mini-Batch K-Means clustering.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.MiniBatchKMeans.html,"n_clusters=8,*,init='k-means++',max_iter=100,batch_size=1024,verbose=0,compute_labels=True,random_state=None,tol=0.0,max_no_improvement=10,init_size=None,n_init='warn',reassignment_ratio=0.01"
sklearn.cluster.BisectingKMeans,Bisecting K-Means clustering.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.BisectingKMeans.html,"n_clusters=8,*,init='random',n_init=1,random_state=None,max_iter=300,verbose=0,tol=0.0001,copy_x=True,algorithm='lloyd',bisecting_strategy='biggest_inertia'"
sklearn.cluster.KMeans,K-Means clustering.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.KMeans.html,"n_clusters=8,*,init='k-means++',n_init='warn',max_iter=300,tol=0.0001,verbose=0,random_state=None,copy_x=True,algorithm='lloyd'"
sklearn.cluster.FeatureAgglomeration,Agglomerate features.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.FeatureAgglomeration.html,"n_clusters=2,*,affinity='deprecated',metric=None,memory=None,connectivity=None,compute_full_tree='auto',linkage='ward',pooling_func=<function mean>,distance_threshold=None,compute_distances=False"
sklearn.cluster.DBSCAN,Perform DBSCAN clustering from vector array or distance matrix.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html,"eps=0.5,*,min_samples=5,metric='euclidean',metric_params=None,algorithm='auto',leaf_size=30,p=None,n_jobs=None"
sklearn.cluster.Birch,Implements the BIRCH clustering algorithm.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html,"*,threshold=0.5,branching_factor=50,n_clusters=3,compute_labels=True,copy=True"
sklearn.cluster.AgglomerativeClustering,Agglomerative Clustering.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.AgglomerativeClustering.html,"n_clusters=2,*,affinity='deprecated',metric=None,memory=None,connectivity=None,compute_full_tree='auto',linkage='ward',distance_threshold=None,compute_distances=False"
sklearn.cluster.AffinityPropagation,Perform Affinity Propagation Clustering of data.,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.AffinityPropagation.html,"*,damping=0.5,max_iter=200,convergence_iter=15,copy=True,preference=None,affinity='euclidean',verbose=False,random_state=None"
sklearn.calibration.calibration_curve,Compute true and predicted probabilities for a calibration curve.,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.calibration_curve.html,"y_true,y_prob,*,pos_label=None,normalize='deprecated',n_bins=5,strategy='uniform'"
sklearn.calibration.CalibratedClassifierCV,Probability calibration with isotonic regression or logistic regression.,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html,"estimator=None,*,method='sigmoid',cv=None,n_jobs=None,ensemble=True,base_estimator='deprecated'"
sklearn.show_versions,Print useful debugging information”,https://scikit-learn.org/stable/modules/generated/sklearn.show_versions.html,
sklearn.set_config,Set global scikit-learn configuration,https://scikit-learn.org/stable/modules/generated/sklearn.set_config.html,"assume_finite=None,working_memory=None,print_changed_only=None,display=None,pairwise_dist_chunk_size=None,enable_cython_pairwise_dist=None,array_api_dispatch=None,transform_output=None"
sklearn.get_config,Retrieve current values for configuration set by set_config.,https://scikit-learn.org/stable/modules/generated/sklearn.get_config.html,
sklearn.config_context,Context manager for global scikit-learn configuration.,https://scikit-learn.org/stable/modules/generated/sklearn.config_context.html,"*,assume_finite=None,working_memory=None,print_changed_only=None,display=None,pairwise_dist_chunk_size=None,enable_cython_pairwise_dist=None,array_api_dispatch=None,transform_output=None"
sklearn.base.is_regressor,Return True if the given estimator is (probably) a regressor.,https://scikit-learn.org/stable/modules/generated/sklearn.base.is_regressor.html,estimator
sklearn.base.is_classifier,Return True if the given estimator is (probably) a classifier.,https://scikit-learn.org/stable/modules/generated/sklearn.base.is_classifier.html,estimator
sklearn.base.clone,Construct a new unfitted estimator with the same parameters.,https://scikit-learn.org/stable/modules/generated/sklearn.base.clone.html,"estimator,*,safe=True"
sklearn.feature_selection.SelectorMixin,Transformer mixin that performs feature selection given a support mask,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectorMixin.html,
sklearn.base.ClassNamePrefixFeaturesOutMixin,Mixin class for transformers that generate their own names by prefixing.,https://scikit-learn.org/stable/modules/generated/sklearn.base.ClassNamePrefixFeaturesOutMixin.html,
sklearn.base.OneToOneFeatureMixin,Provides get_feature_names_out for simple transformers.,https://scikit-learn.org/stable/modules/generated/sklearn.base.OneToOneFeatureMixin.html,
sklearn.base.TransformerMixin,Mixin class for all transformers in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.TransformerMixin.html,
sklearn.base.RegressorMixin,Mixin class for all regression estimators in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.RegressorMixin.html,
sklearn.base.DensityMixin,Mixin class for all density estimators in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.DensityMixin.html,
sklearn.base.ClusterMixin,Mixin class for all cluster estimators in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.ClusterMixin.html,
sklearn.base.ClassifierMixin,Mixin class for all classifiers in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html,
sklearn.base.BiclusterMixin,Mixin class for all bicluster estimators in scikit-learn.,https://scikit-learn.org/stable/modules/generated/sklearn.base.BiclusterMixin.html,
