title,description,link,parameters
pandas.Series.str.strip,Remove leading and trailing characters.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.strip.html,to_strip=None
pandas.Series.str.startswith,Test if the start of each string element matches a pattern.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.startswith.html,"pat,na=None"
pandas.Series.str.rsplit,Split strings around given separator/delimiter.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rsplit.html,"pat=None,*,n=- 1,expand=False"
pandas.Series.str.split,Split strings around given separator/delimiter.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.split.html,"pat=None,*,n=- 1,expand=False,regex=None"
pandas.Series.str.slice_replace,Replace a positional slice of a string with another value.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.slice_replace.html,"start=None,stop=None,repl=None"
pandas.Series.str.slice,Slice substrings from each element in the Series or Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.slice.html,"start=None,stop=None,step=None"
pandas.Series.str.rstrip,Remove trailing characters.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rstrip.html,to_strip=None
pandas.Series.str.rpartition,Split the string at the last occurrence of sep.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rpartition.html,"sep=' ',expand=True"
pandas.Series.str.rjust,Pad left side of strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rjust.html,"width,fillchar=' '"
pandas.Series.str.rindex,Return highest indexes in each string in Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rindex.html,"sub,start=0,end=None"
pandas.Series.str.rfind,Return highest indexes in each strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.rfind.html,"sub,start=0,end=None"
pandas.Series.str.replace,Replace each occurrence of pattern/regex in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.replace.html,"pat,repl,n=- 1,case=None,flags=0,regex=None"
pandas.Series.str.repeat,Duplicate each string in the Series or Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.repeat.html,repeats
pandas.Series.str.removesuffix,Remove a suffix from an object series.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.removesuffix.html,suffix
pandas.Series.str.removeprefix,Remove a prefix from an object series.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.removeprefix.html,prefix
pandas.Series.str.partition,Split the string at the first occurrence of sep.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.partition.html,"sep=' ',expand=True"
pandas.Series.str.pad,Pad strings in the Series/Index up to width.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.pad.html,"width,side='left',fillchar=' '"
pandas.Series.str.normalize,Return the Unicode normal form for the strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.normalize.html,form
pandas.Series.str.match,Determine if each string starts with a match of a regular expression.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.match.html,"pat,case=True,flags=0,na=None"
pandas.Series.str.lstrip,Remove leading characters.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.lstrip.html,to_strip=None
pandas.Series.str.lower,Convert strings in the Series/Index to lowercase.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.lower.html,
pandas.Series.str.ljust,Pad right side of strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.ljust.html,"width,fillchar=' '"
pandas.Series.str.len,Compute the length of each element in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.len.html,
pandas.Series.str.join,Join lists contained as elements in the Series/Index with passed delimiter.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.join.html,sep
pandas.Series.str.index,Return lowest indexes in each string in Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.index.html,"sub,start=0,end=None"
pandas.Series.str.get,Extract element from each component at specified position or with specified key.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.get.html,i
pandas.Series.str.fullmatch,Determine if each string entirely matches a regular expression.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.fullmatch.html,"pat,case=True,flags=0,na=None"
pandas.Series.str.findall,Find all occurrences of pattern or regular expression in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.findall.html,"pat,flags=0"
pandas.Series.str.find,Return lowest indexes in each strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.find.html,"sub,start=0,end=None"
pandas.Series.str.extractall,Extract capture groups in the regex pat as columns in DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.extractall.html,"pat,flags=0"
pandas.Series.str.extract,Extract capture groups in the regex pat as columns in a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.extract.html,"pat,flags=0,expand=True"
pandas.Series.str.endswith,Test if the end of each string element matches a pattern.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.endswith.html,"pat,na=None"
pandas.Series.str.encode,Encode character string in the Series/Index using indicated encoding.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.encode.html,"encoding,errors='strict'"
pandas.Series.str.decode,Decode character string in the Series/Index using indicated encoding.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.decode.html,"encoding,errors='strict'"
pandas.Series.str.count,Count occurrences of pattern in each string of the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.count.html,"pat,flags=0"
pandas.Series.str.contains,Test if pattern or regex is contained within a string of a Series or Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.contains.html,"pat,case=True,flags=0,na=None,regex=True"
pandas.Series.str.center,Pad left and right side of strings in the Series/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.center.html,"width,fillchar=' '"
pandas.Series.str.cat,Concatenate strings in the Series/Index with given separator.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.cat.html,"others=None,sep=None,na_rep=None,join='left'"
pandas.Series.str.casefold,Convert strings in the Series/Index to be casefolded.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.casefold.html,
pandas.Series.str.capitalize,Convert strings in the Series/Index to be capitalized.,https://pandas.pydata.org/docs/reference/api/pandas.Series.str.capitalize.html,
pandas.Series.dt.total_seconds,Return total duration of each element expressed in seconds.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.total_seconds.html,"*args,**kwargs"
pandas.Series.dt.to_pytimedelta,Return an array of native datetime.timedelta objects.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.to_pytimedelta.html,
pandas.Series.dt.components,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.components.html,
pandas.Series.dt.nanoseconds,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.nanoseconds.html,
pandas.Series.dt.microseconds,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.microseconds.html,
pandas.Series.dt.seconds,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.seconds.html,
pandas.Series.dt.days,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.days.html,
pandas.Series.dt.end_time,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.end_time.html,
pandas.Series.dt.start_time,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.start_time.html,
pandas.Series.dt.qyear,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.qyear.html,
pandas.Series.dt.day_name,Return the day names with specified locale.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.day_name.html,"*args,**kwargs"
pandas.Series.dt.month_name,Return the month names with specified locale.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.month_name.html,"*args,**kwargs"
pandas.Series.dt.ceil,Perform ceil operation on the data to the specified freq.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.ceil.html,"*args,**kwargs"
pandas.Series.dt.floor,Perform floor operation on the data to the specified freq.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.floor.html,"*args,**kwargs"
pandas.Series.dt.round,Perform round operation on the data to the specified freq.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.round.html,"*args,**kwargs"
pandas.Series.dt.strftime,Convert to Index using specified date_format.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.strftime.html,"*args,**kwargs"
pandas.Series.dt.normalize,Convert times to midnight.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.normalize.html,"*args,**kwargs"
pandas.Series.dt.tz_convert,Convert tz-aware Datetime Array/Index from one time zone to another.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.tz_convert.html,"*args,**kwargs"
pandas.Series.dt.tz_localize,Localize tz-naive Datetime Array/Index to tz-aware Datetime Array/Index.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.tz_localize.html,"*args,**kwargs"
pandas.Series.dt.to_pydatetime,Return the data as an array of datetime.datetime objects.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.to_pydatetime.html,
pandas.Series.dt.to_period,Cast to PeriodArray/Index at a particular frequency.,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.to_period.html,"*args,**kwargs"
pandas.Series.dt.isocalendar,"Calculate year, week, and day according to the ISO 8601 standard.",https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.isocalendar.html,
pandas.Series.dt.freq,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.freq.html,
pandas.Series.dt.tz,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.tz.html,
pandas.Series.dt.days_in_month,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.days_in_month.html,
pandas.Series.dt.daysinmonth,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.daysinmonth.html,
pandas.Series.dt.is_leap_year,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_leap_year.html,
pandas.Series.dt.is_year_end,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_year_end.html,
pandas.Series.dt.is_year_start,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_year_start.html,
pandas.Series.dt.is_quarter_end,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_quarter_end.html,
pandas.Series.dt.is_quarter_start,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_quarter_start.html,
pandas.Series.dt.is_month_end,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_month_end.html,
pandas.Series.dt.is_month_start,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.is_month_start.html,
pandas.Series.dt.quarter,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.quarter.html,
pandas.Series.dt.day_of_year,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.day_of_year.html,
pandas.Series.dt.dayofyear,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.dayofyear.html,
pandas.Series.dt.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.weekday.html,
pandas.Series.dt.day_of_week,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.day_of_week.html,
pandas.Series.dt.dayofweek,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.dayofweek.html,
pandas.Series.dt.weekofyear,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.weekofyear.html,
pandas.Series.dt.week,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.week.html,
pandas.Series.dt.nanosecond,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.nanosecond.html,
pandas.Series.dt.microsecond,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.microsecond.html,
pandas.Series.dt.second,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.second.html,
pandas.Series.dt.minute,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.minute.html,
pandas.Series.dt.hour,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.hour.html,
pandas.Series.dt.day,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.day.html,
pandas.Series.dt.month,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.month.html,
pandas.Series.dt.year,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.year.html,
pandas.Series.dt.timetz,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.timetz.html,
pandas.Series.dt.time,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.time.html,
pandas.Series.dt.date,,https://pandas.pydata.org/docs/reference/api/pandas.Series.dt.date.html,
pandas.Series.slice_shift,Equivalent to shift without copying data.,https://pandas.pydata.org/docs/reference/api/pandas.Series.slice_shift.html,"periods=1,axis=0"
